,title,releaseyear,count,avg,std,idxstart,idxstop
9384,Yossi & Jagger,2002,3045,3.3668308702791463,1.101014596709278,53139233,53142277
9062,The Awful Truth,1937,3043,3.66710483075912,0.9802145864105928,51642578,51645620
5271,Leviathan,1989,3042,3.0180802103879025,0.980078622017064,30206447,30209488
8007,No Escape,1994,3042,3.3116370808678504,1.005011774937853,46596561,46599602
16852,Shrek (Widescreen),2001,3041,4.250575468595857,0.8573073124580629,95595928,95598968
11435,My Boyfriend's Back,1993,3039,2.366238894373149,1.0542032809687885,64816027,64819065
4218,Poison Ivy: The New Seduction,1997,3038,3.0164581961816985,1.1793116081238244,24146530,24149567
16998,Blankman,1994,3037,2.575567994731643,1.1389917997036931,96498994,96502030
7357,Coupling: Season 4,2004,3036,3.976943346508564,1.1084752602505314,42390034,42393069
414,Legend of 1900,1998,3035,3.59835255354201,1.078071339523983,2804462,2807496
16292,The Twilight Zone: Vol. 19,1960,3035,4.142009884678748,0.9490815363655556,92537227,92540261
1686,Pumping Iron,1977,3034,3.4301252471984176,1.1311037527745018,10320425,10323458
17170,All Dogs Go to Heaven 2,1996,3034,3.3197099538562957,1.1238238332410662,97109445,97112478
6223,Homegrown,1998,3034,3.151944627554384,1.0268243931861631,36208058,36211091
13484,Shoot to Kill,1988,3033,3.5964391691394657,0.8237413428236575,76184143,76187175
14777,George Carlin: You are All Diseased,1999,3032,3.781662269129288,1.158236026604993,83458544,83461575
2865,Max Keeble's Big Move,2001,3032,3.2625329815303434,1.0405726659809131,16366476,16369507
126,Air Bud: Golden Receiver,1998,3028,3.3946499339498017,1.207828018976501,602565,605592
11390,Ichi the Killer,2001,3027,3.4155929963660383,1.1997665242769229,64734816,64737842
446,The Ice Pirates,1984,3025,3.433719008264463,1.054382536185939,2933182,2936206
1997,Batman & Mr. Freeze: Subzero,1998,3024,3.1309523809523814,1.1866406466101909,11668013,11671036
13768,The Thing From Another World,1951,3024,3.655753968253968,1.0491619042708051,77628238,77631261
4569,Get Carter,1971,3023,3.165729407872974,1.0555164489878421,26524280,26527302
6957,Lost Boys of Sudan,2003,3021,3.681231380337637,0.9554848406905896,40169157,40172177
2898,Just Visiting,2001,3021,3.1158556769281693,1.0348848236258863,16495878,16498898
16153,Dracula II: Ascension,2003,3019,2.8900298111957596,1.0466891123057858,91889315,91892333
11855,Disappearing Acts,2000,3019,3.5253395163961576,1.088470020148346,66711199,66714217
3004,Lady and the Tramp II: Scamp's Adventure,2000,3016,3.378315649867374,1.0550720372625924,17035298,17038313
7923,Into the Woods,1990,3015,3.896185737976783,1.1233251599251983,46149372,46152386
15851,Thoroughly Modern Millie,1967,3014,3.5318513603185138,1.0499221491993445,90175547,90178560
9632,Diva,1981,3014,3.695753151957532,1.088640392064002,54278366,54281379
4274,Fatal Beauty,1987,3014,2.630391506303915,1.1101056188836989,24488346,24491359
4878,The Twilight Zone: Vol. 32,1967,3013,3.8838367076003983,1.1050592473465302,28012160,28015172
11526,Love Comes Softly,2003,3012,3.9482071713147415,1.0387448241361723,65272739,65275750
4689,Hollywood Shuffle,1987,3012,3.3296812749003983,1.0605234515916175,27108058,27111069
12542,Henry: Portrait of a Serial Killer,1990,3010,3.2036544850498343,1.119765014602791,70455812,70458821
357,My Life So Far,1999,3008,3.1891622340425534,0.9770244069444846,2292930,2295937
405,The Onion Field,1979,3008,3.5388962765957452,0.9075351554570168,2744095,2747102
1949,Romeo is Bleeding,1994,3007,3.308280678417027,0.9886660351880668,11531084,11534090
3638,My Science Project,1985,3004,3.5246338215712383,0.9783231627570004,21181730,21184733
1905,The Gods Must Be Crazy 2,1990,3003,3.5564435564435564,1.0837679883973923,11351986,11354988
17441,Assault on Precinct 13,1976,3001,3.274241919360213,1.0208259425193609,99005153,99008153
16211,The Way Home,2002,3001,3.7784071976008,0.9947614849789428,92179125,92182125
8050,Holy Smoke,2000,3001,2.986337887370877,1.0515598057737985,46772087,46775087
13751,Omen III: The Final Conflict,1981,3000,3.181666666666666,1.142218844569152,77610149,77613148
7251,Pumpkinhead,1988,2999,3.075025008336112,1.135988533256691,41725379,41728377
3668,The Scent of Green Papaya,1993,2999,3.5865288429476494,1.0485538025191112,21393381,21396379
3895,The Party,1968,2997,3.4471137804471135,1.1211063244809032,22601049,22604045
16067,The Harvey Girls,1946,2995,3.3375626043405675,1.1045095311998965,91239166,91242160
9338,Manufacturing Consent: Noam Chomsky and the Media,1993,2994,3.943887775551102,1.0744766395142888,52922167,52925160
7532,Lost and Delirious,2001,2993,3.2048112261944537,1.1189601155424058,43428915,43431907
8159,Submerged,2005,2993,2.7941864350150354,1.1198209435125432,47595911,47598903
4275,The Last House on the Left,1972,2989,2.750418200066912,1.189871943377089,24491360,24494348
17457,True Colors,1991,2988,3.244979919678715,0.8835615183781841,99040941,99043928
13017,The Doctor,1991,2988,3.5639223560910307,0.8324876894030133,73467175,73470162
2325,Haunted Honeymoon,1986,2987,2.936725811851357,1.109812758246283,13732050,13735036
10588,Lock Up,1989,2986,3.1865371734762222,1.057474083923276,59925644,59928629
14136,Scooby-Doo Meets Batman,1972,2986,3.2227059611520428,1.2358916525203796,79570936,79573921
675,Superbabies: Baby Geniuses 2,2004,2983,2.8511565538048944,1.1783488606983117,4514467,4517449
17642,Extreme Ops,2002,2983,2.654710023466309,1.0921889685092907,99977337,99980319
12111,Run Ronnie Run,2002,2982,3.2642521797451374,1.194073404454249,68077164,68080145
2672,Where the Money Is,2000,2981,3.1533042603153305,0.8906951163843067,15246581,15249561
4931,Cactus Flower,1969,2980,3.317114093959732,0.9633079161643926,28306464,28309443
9531,Power of One,1993,2977,3.852872018810884,1.027266486396929,53807578,53810554
7418,Kind Hearts and Coronets,1949,2976,3.8541666666666665,0.977349033617236,42605306,42608281
11541,The Toxic Avenger,1985,2976,3.0971102150537635,1.1710174942004965,65293465,65296440
9814,Best of the Chris Rock Show: Vol. 1,1999,2975,3.376134453781513,1.1994544342764228,55353703,55356677
10014,Freaks,1932,2974,3.8278412911903166,1.014994300521239,56448321,56451294
13825,The Ballad of Jack and Rose,2005,2974,2.9334229993275045,1.0240579107297558,78006303,78009276
13020,Clean and Sober,1988,2972,3.2035666218034997,0.9562858194997664,73473138,73476109
16572,Prime Suspect 2,1992,2971,4.229552339279704,0.9317766774887439,94234235,94237205
3132,Slacker,1991,2970,3.2760942760942764,1.13137125071169,17794068,17797037
15699,"Blood In, Blood Out",1993,2968,3.866576819407008,1.0935310305239283,88748781,88751748
15715,George Carlin: Carlin at Carnegie,1982,2965,3.9217537942664418,1.0777289970047017,88892960,88895924
493,Priest,1994,2965,3.5878583473861716,1.0376330082775331,3205471,3208435
7825,Stardust Memories,1980,2963,3.5183935200809984,1.0960838388064749,45590846,45593808
9444,Justice League: Justice on Trial,2001,2961,3.7180006754474837,1.0890028659959838,53307273,53310233
8348,Home Improvement: Season 1,1991,2958,3.739350912778905,1.1764593678791606,48329675,48332632
10732,Meet John Doe,1941,2958,3.771467207572684,0.9752709497340956,60778975,60781932
15500,Home Alone 3,1997,2956,2.6177266576454667,1.2520661034662048,87516547,87519502
6273,Runaway Train,1985,2955,3.2098138747884937,0.995406607331479,36417099,36420053
8011,Riverdance,1997,2955,3.2920473773265653,1.252674041778862,46625001,46627955
16165,Chasing Papi,2003,2954,2.672647257955315,1.08295870622642,91965862,91968815
7441,I Love Lucy: Season 2,1952,2954,4.090385917400136,1.1435354436061,42649968,42652921
11931,Aileen: Life and Death of a Serial Killer,2003,2953,3.4341347781916696,0.9638644166762262,67135928,67138880
12670,From Justin to Kelly: The Tale of Two American Idols,2003,2951,2.221958658082006,1.1866787254676652,70928589,70931539
11203,Perfect,1985,2951,2.2771941714672987,0.9571035260193759,63410792,63413742
11663,Love Affair,1994,2950,3.4532203389830514,1.1255197528975656,65857383,65860332
9190,Fever Pitch,1997,2948,2.9782903663500684,0.9929552712864654,52113324,52116271
5904,Samurai Trilogy 1: Musashi Miyamoto,1954,2948,3.8965400271370414,1.055682547230978,34037849,34040796
6383,"Imitation of Life: Double Feature (1934, 1959)",1934,2947,4.006107906345436,0.9659788050524614,36896861,36899807
1246,Flirting,1991,2947,3.4445198506956225,0.9798926894961368,7811955,7814901
17131,The Mother,2003,2946,2.9966055668703326,1.06189413949754,96908819,96911764
165,The Puppet Masters,1994,2945,2.998981324278438,1.0231608111590402,929771,932715
955,SpongeBob SquarePants: Lost at Sea,1999,2945,4.03565365025467,1.0922253986554242,5881567,5884511
6859,Sweet Dreams,1985,2944,3.6973505434782608,0.9247023856999992,39699502,39702445
13236,Frasier: Season 3,1995,2944,3.918817934782609,1.0525585879098092,74830011,74832954
14891,The Life and Times of Judge Roy Bean,1972,2942,3.407885791978246,0.9278047029597134,84310432,84313373
17384,Scooby-Doo's Original Mysteries,2000,2941,3.710642638558313,1.1788047827708434,98484886,98487826
10996,Jeeves and Wooster: Season 1,1990,2941,3.986399183951037,1.0591894740046488,62498234,62501174
10589,George of the Jungle 2,2003,2939,2.6148349778836337,1.1079829103482484,59928630,59931568
7920,Her Alibi,1989,2937,2.9782090568607424,1.0572005129729485,46137066,46140002
13895,Walkabout,1971,2935,3.5996592844974447,1.039689322499804,78205164,78208098
15238,Prime Suspect 6,2004,2933,4.230139788612342,0.9671832563212124,86252710,86255642
5620,Gunner Palace,2005,2932,3.0712824010914046,1.0122210221781562,32240584,32243515
11080,On the Beach,1959,2931,3.674172637325145,0.9905446652010591,62765663,62768593
17483,Sordid Lives,2001,2929,3.2191874359849777,1.2904144948375054,99085363,99088291
14391,The Yearling,1946,2926,3.5516062884483937,1.0489892688390758,81348001,81350926
2968,Babylon 5: Season 5,1998,2924,4.217510259917922,1.0437855107440388,16897668,16900591
7742,Beloved,1998,2923,3.0,1.202972712025307,44789263,44792185
786,Topper / Topper Returns: Double Feature,1937,2923,3.7269928156004095,0.9318444048319816,5295202,5298124
4015,Hey Arnold! The Movie,2002,2919,3.154847550531004,1.0852666345612063,23141313,23144231
11180,Xanadu,1980,2919,3.0164439876670093,1.277953717286295,63223990,63226908
963,The Blob,1988,2919,2.9945186707776634,1.0820900656375945,5936036,5938954
4692,Reno 911: Season 2,2004,2914,4.052848318462593,1.0931026910230088,27120296,27123209
16111,Bent,1997,2913,3.4270511500171645,1.1332063653427664,91520898,91523810
12528,"What's Up, Tiger Lily?",1966,2910,3.216151202749141,1.088686098210452,70424731,70427640
1414,A Funny Thing Happened on the Way to the Forum,1966,2907,3.59717922256622,1.0335441826271363,8716398,8719304
1206,Cooley High,1975,2906,3.5712319339297998,1.2457436121330006,7492354,7495259
5923,The Fluffer,2001,2904,2.801652892561984,1.1096484046740955,34103423,34106326
10313,Houseguest,1995,2903,3.4574578022735096,1.0996658181788472,58190874,58193776
15003,A Christmas Carol,1984,2902,3.629910406616127,0.9865609322391492,85090734,85093635
16272,Kingdom Come,2001,2901,3.2095829024474316,1.1397632142364928,92478614,92481514
9602,Voices of Iraq,2004,2901,3.3884867287142364,1.1785125875032056,54171145,54174045
10055,The Adventures of Rocky and Bullwinkle,2000,2900,2.5006896551724136,1.102817492120735,56842859,56845758
1879,Swimming Upstream,2005,2899,3.57847533632287,0.870127613123831,11265071,11267969
7099,The King of Queens: Season 1,1998,2898,3.820565907522429,1.207106612532873,41222493,41225390
10034,Genghis Blues,1999,2897,3.877804625474629,1.0119654927832564,56628849,56631745
4503,Blind Spot: Hitler's Secretary,2002,2895,3.0518134715025913,1.0735037752776055,25987899,25990793
15662,Narrow Margin,1990,2893,3.52851711026616,0.8793237625779061,88494824,88497716
8937,Lain #4: Reset,1999,2892,3.674965421853389,1.3453556575409271,51149657,51152548
5991,Cousins,1989,2892,3.11030428769018,1.0312900199245605,34732043,34734934
9284,Greedy,1994,2890,3.1633217993079583,1.0732533264209243,52754145,52757034
15445,The Yards,2000,2890,2.8584775086505188,0.9220702787613904,87275263,87278152
12872,"Paris, Texas",1984,2886,3.78031878031878,1.0284791041866033,72443214,72446099
17021,Exodus,1960,2886,3.764726264726265,0.9354141862532204,96527621,96530506
7361,Z,1969,2885,3.6540727902946273,1.1168730558025963,42395221,42398105
7041,Taking Care of Business,1991,2885,3.1837088388214903,1.0306623731158928,40885988,40888872
14059,Gone But Not Forgotten,2003,2881,2.866018743491843,1.1727383552647233,79060395,79063275
13680,Why Do Fools Fall in Love,1998,2879,3.3841611670718996,1.0613546478483855,77294733,77297611
13444,Scooby-Doo and the Witch's Ghost,1999,2877,3.5867222801529373,1.1925520213543608,75971717,75974593
352,Not One Less,2000,2876,3.6828929068150207,1.0101705213835717,2246623,2249498
2750,The Tick: The Entire Series,2001,2876,3.6776773296244794,1.1811286893153872,15893691,15896566
9130,Crazy in Alabama,1999,2875,2.9749565217391303,1.0467667602114397,51995606,51998480
4184,Albino Alligator,1997,2874,2.943284620737648,0.9540149552587864,23916933,23919806
1824,"Suddenly, Last Summer",1959,2873,3.6477549599721546,1.0193956187854465,11135319,11138191
11814,Out to Sea,1997,2873,3.457361642882005,0.9993082886572052,66490385,66493257
12571,The Land Before Time II: The Great Valley Adventure,1994,2873,3.824225548207449,1.0672209865469595,70515085,70517957
6548,Meet the Browns,2004,2873,3.4772015315001736,1.377401608030939,37885835,37888707
16139,Mulholland Falls,1996,2873,3.2401670727462584,0.9658788408446816,91695610,91698482
12605,Porco Rosso,1992,2872,4.010793871866294,0.9508582455832436,70633875,70636746
5401,Cheers: Season 4,1985,2868,4.016039051603905,0.9552873861340216,30960490,30963357
10648,Saved by the Bell: Season 1,1989,2866,3.554780181437544,1.3441220815471668,60149739,60152604
11382,Touch of Pink,2004,2866,3.4926727145847867,1.0471018267208207,64573239,64576104
8285,What Planet Are You From?,2000,2863,2.7981138665735243,1.0153054725266737,48172112,48174974
17757,Pocahontas,1999,2863,3.7307020607754096,1.2131211983410488,100457745,100460607
8331,Battle of the Bulge,1965,2862,3.958420684835779,0.8659350365902164,48297029,48299890
11048,King of the Hill: Season 2,1997,2862,3.8438155136268346,1.143019640024265,62699648,62702509
17153,The River,1984,2861,3.340090877315624,0.9159145906440924,97078877,97081737
9800,Burnt by the Sun,1994,2861,3.7637189793778396,1.0704433727906502,55243122,55245982
7230,The Day After,1983,2861,3.190492834673192,0.9880766634582124,41632234,41635094
13170,Feeling Minnesota,1996,2861,2.735057672142608,0.9695059973424309,74286100,74288960
16832,Masters of the Universe,1987,2860,2.761888111888112,1.1591602042381557,95421367,95424226
2782,Law & Order: Criminal Intent: Season 3,2003,2859,4.093739069604757,1.1049948490469992,15985357,15988215
13798,Star Trek: Enterprise: Season 2,2002,2857,4.1407070353517685,1.114614120831925,77830518,77833374
13912,MI-5: Vol. 1,2002,2857,3.841442072103605,1.126132340906027,78225582,78228438
6132,Justice League: Starcrossed the Movie,2004,2856,3.9702380952380953,1.004274868020478,35570163,35573018
13634,The Deep,1977,2856,3.177871148459384,0.9116506746473432,77125468,77128323
5035,Shattered,1991,2854,3.5147161878065867,0.9472569331001384,28830426,28833279
17679,Send Me No Flowers,1964,2854,3.772599859845831,0.9458753651464924,100110284,100113137
16504,Mary-Kate & Ashley: The Challenge,2003,2852,3.0732819074333797,1.302398811911594,93814526,93817377
272,Baby Geniuses,1999,2849,2.9466479466479467,1.2404624540858389,1764881,1767729
13729,Masked & Anonymous,2003,2849,2.5036855036855035,1.153414711819502,77579508,77582356
15,Passport to Paris,1999,2848,3.2036516853932584,1.2372782434483534,50998,53845
2803,The Ben Stiller Show,1992,2848,3.1583567415730336,1.1764276990798952,16117982,16120829
12018,Two If by Sea,1996,2848,2.7686095505617976,0.9515130052892758,67431855,67434702
6500,Black Dog,1998,2846,3.1447645818692904,1.1625385072502858,37602277,37605122
6852,Scooby-Doo and the Reluctant Werewolf,1989,2844,3.2092123769338965,1.2576794533974096,39677686,39680529
2437,Limbo,1999,2842,3.326530612244898,1.0790336972764591,14082672,14085513
3855,Jack Frost,1998,2839,2.942585417400493,1.153526748805606,22364339,22367177
6634,Madeline,1998,2838,3.354122621564482,0.978469192669558,38308994,38311831
11980,The Hunger,1983,2834,3.3126323218066336,1.119690917075328,67348132,67350965
8117,Southern Comfort,2001,2833,3.492763854571127,1.0858167961152485,47216093,47218925
3830,The Rutles,1978,2831,3.3927940657011657,1.0915708964054058,22164642,22167472
4472,The Russia House,1990,2830,3.1416961130742047,0.9346452736259856,25920866,25923695
15396,SpongeBob SquarePants: The Seascape Capers,1999,2825,4.0176991150442465,1.1296667288708653,86963935,86966759
6145,ER: Season 3,1996,2824,4.1951133144475925,1.0083736807739891,35584502,35587325
7592,Batman: Mask of the Phantasm,1993,2823,3.767977329082537,1.0000044545683748,43738358,43741180
14904,Nightbreed,1990,2821,3.4055299539170507,1.1013950955866745,84327134,84329954
13880,Felicity: Season 3,2000,2820,4.0141843971631195,1.2364775845366207,78152805,78155624
15713,The Three Amigos,2001,2819,3.880099326002128,1.0007931533837449,88884934,88887752
11172,National Geographic: Beyond the Movie: The Lord of the Rings,2001,2816,3.393821022727273,1.0858484856904422,63199394,63202209
12601,Married... with Children: The Most Outrageous Episodes: Vol. 1,1987,2816,3.8220880681818175,1.1894222065464448,70628712,70631527
2936,The Other Side of Heaven,2001,2816,3.4509943181818183,1.1067389802578846,16714973,16717788
14966,Home for the Holidays,1995,2815,3.5108348134991116,1.0414874487617891,85015769,85018583
8672,Dutch,1991,2812,3.6266002844950216,0.9773265815761872,50030428,50033239
13795,Joan of Arc,1999,2812,3.4011379800853483,1.0552848035120062,77790651,77793462
17225,Amy's O,2002,2808,2.8497150997150995,1.0487714580658076,97469816,97472623
8279,Sniper 2,2002,2808,3.0708689458689458,0.9531207326320013,48166451,48169258
1740,The Twilight Zone: Vol. 39,1960,2808,4.0665954415954415,1.035094076890313,10558547,10561354
5541,House of the Spirits,1994,2806,3.3588738417676414,1.054402919773729,31907415,31910220
6284,Village of the Damned,1995,2806,3.02744119743407,1.0495369490794972,36446494,36449299
11998,Out for a Kill,2003,2806,3.02352102637206,1.1802073479983186,67371743,67374548
13136,Eddie Izzard: Glorious,1997,2804,3.990014265335236,1.0367223809144566,74062341,74065144
6763,The Badge,2002,2804,3.0060627674750355,0.8915711126107577,39014626,39017429
3074,The Sum of Us,1995,2803,3.668212629325722,1.0096639259714624,17437186,17439988
5005,Sometimes in April,2005,2803,3.9664645023189435,0.9254879175643568,28641520,28644322
13517,Bird,1988,2802,3.379014989293362,1.0048927559106362,76470230,76473031
12354,The Twilight Zone: Vol. 10,1961,2802,4.145967166309779,0.9368534037592904,69690646,69693447
17480,High and Low,1963,2800,3.940714285714286,0.9950158956785872,99081729,99084528
13348,Creature Comforts,1990,2798,3.5339528234453184,1.1437549113660737,75370711,75373508
16344,South Park: Insults to Injuries,2001,2797,4.18984626385413,1.0408516001768922,92757631,92760427
8805,Versus: Director's Cut,2000,2795,3.031484794275492,1.2387929577479542,50660446,50663240
14443,Children Underground,2001,2795,3.589266547406082,1.0754169630966337,81988719,81991513
1787,Class,1983,2794,3.064781675017896,0.95557635447281,11004144,11006937
5959,The Work of Director Spike Jonze,2003,2792,3.9219197707736386,1.0129849134236977,34484273,34487064
15781,Harley Davidson and the Marlboro Man,1991,2791,2.9871013973486207,1.1713674190232441,89509232,89512022
17294,Cadet Kelly,2002,2784,3.5470545977011496,1.0230525106502728,97883995,97886778
13411,Jesus of Nazareth,1977,2783,3.876751706791232,1.1112604057279396,75714532,75717314
17357,Defying Gravity,1997,2782,3.2882818116462977,1.1577262084713005,98074004,98076785
17640,Camille Claudel,1989,2782,3.712077641984184,0.934669367459066,99953356,99956137
213,Don't Look Now,1973,2781,3.1668464581085938,1.1717922917115642,1305011,1307791
6694,Angels and Insects,1996,2781,3.215030564545128,1.0312296717449008,38529551,38532331
15362,The Crew,2000,2776,2.914985590778098,0.9938457237212148,86895129,86897904
13908,The Twilight Zone: Vol. 34,1960,2775,4.070630630630632,1.0152275556211006,78220662,78223436
16436,The Passion of Joan of Arc,1928,2775,3.931891891891892,1.1415380122263479,93251207,93253981
5257,In Living Color: Season 3,1991,2774,3.9682768565248736,1.0286467060741291,30191387,30194160
15645,Fat Man and Little Boy,1989,2772,3.5331890331890334,0.8595332907892324,88413287,88416058
12564,Quest for Camelot,1998,2770,3.4981949458483754,1.10895452354067,70483845,70486614
17347,When in Rome,2002,2768,3.084898843930636,1.2549106967507575,98054241,98057008
8857,The Twilight Zone: Vol. 21,1963,2766,3.96999276934201,1.0840507774831143,50758620,50761385
3636,Safe,1995,2766,3.0325379609544467,1.1833185537018782,21177225,21179990
548,Today You Die,2005,2764,2.900144717800289,1.1221426073165417,3509034,3511797
12960,Children of the Corn 3: Urban Harvest,1994,2762,2.321506154960174,1.215769920875328,72975195,72977956
9406,Hello Again,1987,2759,3.4276911924610367,1.016593818230021,53198419,53201177
231,The Powerpuff Girls Movie,2002,2752,3.2212936046511627,1.0934251502252663,1354210,1356961
15925,Las Vegas: Season 1,2003,2751,4.0105416212286435,1.1431038458484188,90576476,90579226
14155,SpongeBob SquarePants: Spongeguard on Duty,2004,2748,4.068777292576419,1.0353998256801955,79689273,79692020
15395,Cirque du Soleil: Journey of Man: IMAX,2000,2747,3.3203494721514377,1.1587015039623352,86961188,86963934
17410,Revolution OS,2002,2746,3.1908230152949746,1.0713797660277564,98646958,98649703
10491,Dancing at Lughnasa,1998,2745,3.3734061930783237,0.9532340985638009,59379782,59382526
7876,Poison Ivy 2,1995,2744,2.9150874635568518,1.169837050246124,45728470,45731213
3444,Mystery Science Theater 3000: Eegah!,1993,2744,3.610787172011662,1.186095448279857,20048329,20051072
8629,Fire,1996,2743,3.5639810426540284,1.1393152011637098,49763585,49766327
14119,Africa: The Serengeti: IMAX,1994,2743,3.695588771418155,0.9662206977688876,79460989,79463731
6610,Senseless,1998,2742,3.2691466083150984,1.1542851067257374,38150203,38152944
2079,The Watcher in the Woods,1980,2742,3.1491611962071477,1.0546678347724472,12225768,12228509
8446,NYPD Blue: Season 1,1993,2741,3.7767238234221088,1.2036905095306514,48898575,48901315
1689,Wrongfully Accused,1998,2741,3.3039036847865737,1.1928046822759326,10345738,10348478
12549,A Charlie Brown Thanksgiving / The Mayflower Voyagers,1973,2741,3.650492520977745,1.004399631198848,70464595,70467335
15264,Pocahontas II: Journey to a New World,1998,2740,3.4120437956204377,1.1056923970589925,86419429,86422168
5545,Animal Factory,2000,2737,2.997442455242967,0.9578211209126232,31919943,31922679
660,Homicide: Life on the Street: Season 3,1994,2736,4.141081871345029,1.1341880158445454,4419791,4422526
16229,Over the Top,1987,2735,3.4559414990859234,1.1457641488084034,92322817,92325551
2667,Red Dwarf: Series 3,1988,2735,4.175502742230347,1.1070257075915315,15226798,15229532
11978,Heavy Metal 2000,2000,2734,2.9890270665691294,1.1623310477311437,67341966,67344699
11429,A Simple Twist of Fate,1994,2733,3.5060373216245884,0.9593170488514466,64805166,64807898
137,Exorcist 3,1990,2731,3.044672281215672,1.1709516579746964,640863,643593
11212,Fortress,1993,2726,2.946074834922964,1.0562105399009358,63519275,63522000
9970,The Twilight Zone: Vol. 4,1961,2725,4.007706422018349,1.0036334293958924,56017138,56019862
1607,Twin Dragons,1999,2725,3.2444036697247705,1.0716063832958809,9957358,9960082
16207,Home Movie,2001,2724,3.4174008810572687,0.9841652317902292,92176067,92178790
5856,The Trials of Henry Kissinger,2002,2723,3.6893132574366514,1.020026969571265,33598605,33601327
10539,Excess Baggage,1997,2722,2.790227773695812,1.008272188603677,59590611,59593332
5210,The Rich Man's Wife,1996,2722,3.2927994121969135,1.0681479622425247,30020339,30023060
13749,V.I. Warshawski,1991,2718,2.596026490066225,1.0854643815009564,77607270,77609987
219,Great Expectations,1946,2717,3.7449392712550607,0.9983871636746277,1311345,1314061
10550,The Times of Harvey Milk,1984,2717,4.025763709974236,1.0108350331413691,59640866,59643582
11635,Playing God,1997,2717,2.9462642620537363,0.9699486386008708,65826650,65829366
1024,Crush,2002,2715,2.9819521178637203,1.0151913615027128,6242682,6245396
16932,Justice League: Paradise Lost,2002,2715,3.7609576427255984,1.08086683549343,96057070,96059784
9472,The Wild One,1954,2715,3.533333333333333,0.9436681169987158,53497126,53499840
8538,George Carlin: Back in Town,1996,2715,3.8475138121546966,1.128056840357018,49312904,49315618
8425,Les Miserables in Concert,1996,2714,3.98894620486367,1.123814102891462,48858649,48861362
9551,Niagara,1953,2713,3.433468485071877,0.943724507481492,53952692,53955404
3579,In Like Flint,1967,2712,3.3429203539823007,1.0111991025139158,20964433,20967144
16655,Ararat,2002,2710,3.1523985239852403,1.0767690172248576,94554701,94557410
9000,Fresh,1994,2709,3.685492801771872,1.0075462533333108,51406579,51409287
9903,Police Academy 5: Assignment - Miami Beach,1988,2708,3.4364844903988185,1.1786623574465136,55839724,55842431
8843,The Twilight Zone: Vol. 3,1962,2705,4.009981515711645,1.0098828648746292,50734540,50737244
256,Babylon 5: In the Beginning,1998,2700,4.214444444444443,1.0591465233973492,1584342,1587041
6678,Screamers,1996,2699,3.0985550203779177,0.9867188384565542,38425117,38427815
13443,"Upstairs, Downstairs: Season 1",1971,2698,3.861008154188288,1.1270115132545804,75969019,75971716
16137,Better Than Sex,2000,2697,2.9618094178717094,1.1236273907207388,91692770,91695466
5581,Kiss Me Kate,1953,2695,3.5606679035250464,1.0340817043853858,32101065,32103759
5741,Rurouni Kenshin,1997,2691,4.26347082868822,1.0986629457994417,32885662,32888352
10633,Best of The Muppet Show: Mark Hamill / Paul Simon / Raquel Welch,1978,2689,3.937523242841205,0.9881228291427936,60138631,60141319
12443,Shiloh,2000,2689,3.622908144291558,0.9536738494884304,70087758,70090446
21,Dead Ringers,1988,2686,3.4058078927773643,1.1016249753552183,62556,65241
7079,Full House: Season 1,1987,2685,3.6472998137802612,1.3044820206279166,41117322,41120006
5268,Oscar,1991,2684,3.0067064083457526,1.2529963022595365,30203337,30206020
15682,The Lost Battalion,2002,2683,3.7991054789414833,0.9561223270415816,88667301,88669983
11421,Joe,1970,2682,2.8355704697986583,1.0964804682681382,64776133,64778814
4534,Graveyard Shift,1990,2681,2.8690787019768744,1.068180489325033,26313697,26316377
17474,Jaws: The Revenge,1987,2679,3.0123180291153417,1.3135799035974924,99075898,99078576
16712,Sharpe 1: Sharpe's Rifles,1993,2678,3.617998506348022,1.0556247989716294,94948131,94950808
3370,Sealab 2021: Season 2,2002,2676,4.148729446935725,1.103535167321612,19638605,19641280
1232,Battlestar Galactica,1978,2675,3.3274766355140186,1.0588532798011674,7630616,7633290
1199,Strangers with Candy: Season 2,2000,2674,3.9364248317127903,1.2650281689685452,7487885,7490558
9547,Butterfield 8,1960,2672,3.354790419161677,0.9859906950304606,53940290,53942961
1535,The Twilight Zone: Vol. 7,1961,2672,4.107035928143713,0.9882141782944742,9703264,9705935
1031,Gilmore Girls: Season 4,2003,2670,4.4838951310861415,0.9561172045584676,6253169,6255838
11894,Red Dwarf: Series 4,1988,2670,4.223595505617976,1.071858878006719,67048595,67051264
3870,Ernest Scared Stupid,1991,2669,2.339078306481829,1.271666350244701,22517870,22520538
9541,Nico and Dani,2000,2668,3.4070464767616198,1.004477891454869,53931696,53934363
12793,Queen Margot,1994,2667,3.617547806524184,1.020946494448869,72020643,72023309
11221,Liam,2001,2667,3.272965879265092,0.9657192854258164,63556223,63558889
523,Concert for George,2003,2666,3.974118529632408,1.1043143549292769,3252539,3255204
4356,Soap: Season 1,1977,2666,3.8435858964741194,1.1262694461262188,25129906,25132571
7899,Barbie as Rapunzel,2002,2666,3.4032258064516134,1.2728824196239574,45951974,45954639
808,Billboard Dad,1998,2664,3.075825825825826,1.2530268432733824,5337165,5339828
17100,The Bells of St. Mary's,1945,2662,3.577009767092412,1.1443049783387336,96724907,96727568
15248,Scooby-Doo's Creepiest Capers,2000,2662,3.449661908339594,1.2511084035004143,86293017,86295678
