,title,releaseyear,idx,count,avg,std
1175,Are You Being Served? Again: The Complete Series,1992,7299410,784,3.8660714285714284,1.1422640760295997
1176,Astro Zombies,1969,7300194,111,2.063063063063063,1.0507764549061862
1177,Vampyres,1974,7300305,666,2.548048048048048,1.123702095794872
1178,The Duchess & The Dirtwater Fox,1976,7300971,197,2.9746192893401013,1.0492276503056868
1179,Aberdeen,2001,7301168,1233,3.218978102189781,1.0620932645117833
1180,1421: The Year China Discovered America?,2004,7302401,166,3.13855421686747,0.9811882795017558
1181,The Firm Body Sculpting System: Total Muscle Shaping,2004,7302567,91,2.934065934065934,1.1368183652865127
1182,The Nine Lives of Fritz the Cat,1974,7302658,308,2.698051948051948,1.2286076365439567
1183,Chaplin Mutuals: Vol. 1,1917,7302966,389,3.583547557840617,1.2131824180055484
1184,"Dennis Miller - Live from Washington, D.C.",1994,7303355,1126,3.2069271758436946,1.2433789006619762
1185,Support Your Local Sheriff!,1968,7304481,4918,3.8035786905246036,0.9565868283199614
1186,Dragon Ball: Piccolo Jr. Saga: Part 2,1995,7309399,815,3.9766871165644173,1.3276470515596375
1187,Evolution,2001,7310214,25712,3.0835407591785935,1.060890320431493
1188,Dog the Bounty Hunter: The Best of Season 1,2005,7335926,455,3.8109890109890108,1.2989810503275292
1189,Little Feat: Rockpalast Live,1978,7336381,256,3.15625,1.2558457060881325
1190,Friday,1995,7336637,36775,3.811475186947655,1.0590191769563642
1191,Hud,1963,7373412,4948,3.8401374292643493,0.877103512278127
1192,Big Daddy,1999,7378360,106211,3.4865126964250406,1.065169097918075
1193,Degrassi Junior High: Season 3,1988,7484571,186,3.806451612903226,1.361988303962926
1194,Lawman,1971,7484757,419,3.2983293556085918,0.9840116014859845
1195,The Hee Haw Collection,1969,7485176,477,3.2641509433962264,1.277705114166588
1196,Love Story,1981,7485653,1157,3.1875540190146934,1.1334090421974823
1197,The Railway Children,2000,7486810,690,3.697101449275362,1.028361721520086
1198,Murder at the Presidio,2005,7487500,385,2.8181818181818183,0.8668089369497265
1199,Strangers with Candy: Season 2,2000,7487885,2674,3.93642483171279,1.2650281689685452
1200,Zero Woman: The Accused,1996,7490559,120,2.2583333333333333,1.1510562781878024
1201,Cadfael: The Pilgrim of Hate,1998,7490679,951,3.882229232386961,1.0093202228884486
1202,Birdy the Mighty,1996,7491630,154,3.2467532467532467,1.3058891995305337
1203,Wish You Were Here,1987,7491784,167,2.9760479041916166,1.1527218287477927
1204,Cleopatra: The First Woman of Power,1999,7491951,144,3.0625,1.06860988360268
1205,In the Shadows,1999,7492095,259,2.7915057915057915,1.0521926228611964
1206,Cooley High,1975,7492354,2906,3.5712319339298,1.2457436121330006
1207,Mermaid,2000,7495260,436,3.2981651376146788,1.0807304403301379
1208,Echo Park,1986,7495696,178,2.466292134831461,0.9838520739528303
1209,Secret Ballot,2001,7495874,453,2.869757174392936,1.0789125353412663
1210,Turk 182!,1985,7496327,1094,3.4908592321755028,0.9296106949523517
1211,Bloodfist 2,1990,7497421,157,2.713375796178344,1.2053540612273888
1212,Baron Blood,1972,7497578,138,2.6231884057971016,1.199050944456409
1213,Wire in the Blood: Season 2,2004,7497716,872,3.897935779816514,1.0665452052186306
1214,The Cider House Rules,1999,7498588,54144,3.786439864066194,0.9103343921086214
1215,A Change of Heart,1998,7552732,162,3.037037037037037,1.093690597054326
1216,Chaplin's Essanay Comedies: Vol. 3,1915,7552894,169,3.3254437869822486,1.343625299354306
1217,Hope Springs,2003,7553063,4880,2.765573770491803,0.9894749801592727
1218,They Saved Hitler's Brain,1963,7557943,102,2.0392156862745097,1.1624987339436577
1219,Salmonberries,1991,7558045,342,2.374269005847953,1.121420318156861
1220,Anne of Green Gables: The Continuing Story,2000,7558387,636,3.8647798742138364,1.131573089087556
1221,Pajama Party,1964,7559023,143,2.986013986013986,1.1884409131295488
1222,Sebastiane,1976,7559166,212,2.660377358490566,1.144196120977932
1223,Circle of Deceit,1981,7559378,124,2.9596774193548385,1.0806150693932564
1224,The Seagull's Laughter,2001,7559502,141,3.0709219858156027,1.0010306041822756
1225,Cadillac Man,1989,7559643,4533,2.8250606662254576,0.9401072813722023
1226,3 Walls,2003,7564176,286,3.6153846153846154,1.057263104270373
1227,Felicity: Season 4,2001,7564462,2461,4.0723283218203985,1.1951285311205666
1228,The Pawnbroker,1965,7566923,1796,3.8897550111358576,0.9955836477507315
1229,Almost Famous,2000,7568719,61093,3.836838917715614,0.918205679630689
1230,"Fast Food, Fast Women",2000,7629812,214,2.4205607476635516,1.0768366894081554
1231,The Locket,2002,7630026,590,3.354237288135593,1.040668304487807
1232,Battlestar Galactica,1978,7630616,2675,3.3274766355140186,1.0588532798011674
1233,Just Shoot Me: Seasons 1 & 2,1997,7633291,818,3.446210268948655,1.1437794189484056
1234,Warlock,1959,7634109,124,3.1693548387096775,0.9648815253493341
1235,The Rock,1996,7634233,164792,3.7707291616097867,0.998517303348954
1236,Slashers,2001,7799025,166,2.355421686746988,1.280131112641897
1237,Inspector Morse 30: The Daughters of Cain,1996,7799191,925,4.033513513513514,0.9753508480769431
1238,Marnie,1964,7800116,3634,3.5745734727572924,0.9613171156443137
1239,Whatever Happened to Aunt Alice?,1969,7803750,106,3.009433962264151,1.0505639367795085
1240,Crutch,2004,7803856,190,2.473684210526316,1.08426162373205
1241,Booty Call,1997,7804046,4692,3.0522165387894287,1.10684598982088
1242,The John Wayne Collection: Vol. 3: The Dawn Rider / The Trail Beyond,1999,7808738,386,3.4533678756476682,1.3786497691259485
1243,K Street: The Complete Series,2003,7809124,270,2.962962962962963,1.3466414046442845
1244,Fascination,1979,7809394,139,2.3956834532374103,1.1667991328180314
1245,The Champ,1979,7809533,2422,3.388109000825764,1.0619104551271803
1246,Flirting,1991,7811955,2947,3.4445198506956225,0.9798926894961367
1247,Sharaabi,1984,7814902,180,3.566666666666667,1.1930353445448854
1248,Raging Bull,1980,7815082,32031,4.033873435109737,0.9530885257452283
1249,Blind Date,1987,7847113,5763,3.03834808259587,0.9873857425050371
1250,Star Wars Animated Adventures: Ewoks,2004,7852876,380,3.142105263157895,1.2207917144100788
1251,Dying Young,1991,7853256,11796,3.544676161410648,0.9572701798681946
1252,Fists and Guts,1984,7865052,96,2.5729166666666665,1.1523959792777636
1253,The Jackie Robinson Story,1950,7865148,328,3.2103658536585367,1.1104887356496502
1254,Something Wild,1986,7865476,4464,3.2876344086021505,0.9744354835001752
1255,Mobsters and Mormons,2005,7869940,3,4.0,0.816496580927726
1256,Battlestar Galactica: Season 1,2004,7869943,1747,4.638809387521466,0.676318159399742
1257,The Apple Dumpling Gang,1975,7871690,6802,3.702293443104969,0.9420229646067294
1258,Van Halen: Video Hits: Vol. 1,1996,7878492,423,3.4160756501182035,1.2075126198667987
1259,A Decade Under the Influence,2003,7878915,3405,3.403230543318649,1.0189632899195484
1260,Dead Man's Walk,1996,7882320,435,3.3586206896551722,1.1507670329695927
1261,Mr. 3000,2004,7882755,29223,3.1906375115491223,0.9015637789317916
1262,Streets of Laredo,1995,7911978,594,3.5757575757575757,1.0225495543308092
1263,Power and Terror: Noam Chomsky in Our Times,2002,7912572,2235,3.6796420581655482,1.1454850019859426
1264,Once Were Warriors,1994,7914807,4294,3.832324173265021,1.0441213666111697
1265,A Midsummer Night's Dream,1999,7919101,10090,3.2293359762140734,1.00815881552864
1266,The Guru,2003,7929191,6418,2.998909317544406,1.0582145664976035
1267,National Lampoon's Holiday Reunion,2004,7935609,737,2.2062415196743554,1.0383757858984193
1268,Modern Vampires,1999,7936346,712,2.419943820224719,1.1376083710278317
1269,"Bobby Jones, Stroke of Genius",2004,7937058,5910,3.504230118443316,0.9080756551290521
1270,Monster-in-Law,2005,7942968,48775,3.4301588928754483,1.0615292805676222
1271,Saturday the 14th Strikes Back,1988,7991743,194,2.0463917525773194,1.1410396647939154
1272,Chopin: Desire for Love,2002,7991937,135,2.651851851851852,1.0350775137803003
1273,The Yakuza Papers,1973,7992072,214,3.364485981308411,1.191029738750684
1274,"I Spit on Your Corpse, I Piss on Your Grave",2001,7992286,370,1.7135135135135136,0.9748630290933494
1275,"Suze Orman: The Laws of Money, Lessons of Life",2003,7992656,375,3.144,1.1755554715395895
1276,Dodge City,1939,7993031,220,3.6636363636363636,0.9561026259795329
1277,The Road Warrior,1981,7993251,30165,3.81806729653572,0.9173639134803283
1278,Madonna: Truth or Dare,1991,8023416,3723,3.085146387322052,1.1521399346494083
1279,The Indomitable Teddy Roosevelt,1983,8027139,176,3.2443181818181817,1.139413520846406
1280,Poirot: One Two Buckle My Shoe,1992,8027315,1449,4.035886818495515,0.9602643289182649
1281,Sex in Chains,1928,8028764,153,1.9411764705882353,1.0555504967603742
1282,Picnic at Hanging Rock,1975,8028917,3528,3.449546485260771,1.0771039204964723
1283,All the Vermeers in New York,1990,8032445,367,1.9155313351498637,1.0045963460516851
1284,Fail-Safe,1964,8032812,7132,3.8349691531127315,0.9442358925658071
1285,A Bronx Tale,1993,8039944,22747,3.931551413373192,0.858535343616508
1286,MTV: The Real World You Never Saw: Paris,2003,8062691,640,2.8859375,1.3639747967223406
1287,The Longest Yard,2005,8063331,53163,3.723774053382992,1.024690230162354
1288,The Man Who Fell to Earth,1976,8116494,3192,3.0676691729323307,1.0967289395032518
1289,The Peter Rabbit Collection: The Tale of the Flopsy Bunnies and Mrs. Tittlemouse / The Tale of Pigling Bland,2001,8119686,134,3.014925373134328,1.298593237860072
1290,Hanzo the Razor: Sword of Justice,1972,8119820,185,3.0702702702702704,1.185695112550842
1291,Star Trek: The Next Generation: Season 1,1987,8120005,12014,3.9800233061428334,1.1152649972568847
1292,Blue Moon,2000,8132019,132,2.742424242424242,1.0417148749175207
1293,Kuch Kuch Hota Hai,1998,8132151,520,4.051923076923077,1.080952283977737
1294,Running on Empty,1988,8132671,3209,3.628544717980679,0.9225584799371856
1295,A Nous la Liberte,1931,8135880,379,3.480211081794195,1.1190383912733666
1296,Wishmaster 4: The Prophecy Fulfilled,2002,8136259,785,3.026751592356688,1.2262719727012015
1297,Dark Blue World,2001,8137044,2487,3.5267390430237233,1.0009990694140538
1298,South Park: Passion of the Jew,1997,8139531,10203,4.080956581397628,1.0253634340502127
1299,Julius Caesar,2002,8149734,359,3.3899721448467965,1.0911187426878448
1300,The Getaway,1972,8150093,2412,3.587893864013267,0.933610144814024
1301,Barenaked Ladies: Barelaked Nadies,2002,8152505,137,3.4014598540145986,1.3038956454516273
1302,Gilda,1946,8152642,3377,3.6482084690553744,0.9639752823859984
1303,Talk to Her,2002,8156019,27445,3.7867371105848058,1.0219092421132707
1304,Stevie Ray Vaughan and Double Trouble: Live at the El Mocambo 1983,1991,8183464,1265,3.9936758893280633,1.1667154013548449
1305,Lantana,2001,8184729,12136,3.350856954515491,1.0092702761969756
1306,WWE: Undertaker: He Buries Them Alive,2003,8196865,94,3.4574468085106385,1.5205324768409625
1307,House Party 2,1993,8196959,4551,2.4820918479455063,1.1405598787842794
1308,Which Way is Up?,1977,8201510,1703,3.620669406928949,1.1425040842065795
1309,Transylvania 6-5000,1985,8203213,3077,2.7133571660708484,1.13690435739611
1310,Saturday Night Live: The Best of Mike Myers,1999,8206290,6148,3.763175016265452,1.0363578264845092
1311,Nurse Betty,2000,8212438,24735,3.0064281382656155,0.9658820608587843
1312,Annie: Special Anniversary Edition,1982,8237173,14149,3.73800268570217,1.1302788513056454
1313,The Forsaken,2001,8251322,3253,3.0018444512757454,1.0419997995785102
1314,Blind Date: Uncensored,1999,8254575,904,2.8860619469026547,1.2485674891345053
1315,The Soong Sisters,1997,8255479,482,3.211618257261411,1.0954592604026596
1316,Extreme Engineering: Transatlantic Tunnel,2004,8255961,146,3.4657534246575343,1.1113633707929762
1317,Abandoned,2001,8256107,498,2.9718875502008033,1.0843968450136345
1318,Ponette,1996,8256605,2039,3.6331535066208924,1.1111806001352498
1319,Mr. Smith Goes to Washington,1939,8258644,27916,4.014042126379137,0.905644830679928
1320,Campion: Police at the Funeral,1989,8286560,502,3.591633466135458,1.0498385955985352
1321,Attention Shoppers,2000,8287062,60,2.0166666666666666,0.9572820320516253
1322,Magical Shopping Arcade Abenobashi,2003,8287122,555,3.69009009009009,1.2026213826811718
1323,The Royal Tenenbaums,2001,8287677,147251,3.2798351114763227,1.2868921468630485
1324,Fela: Music Is the Weapon,1982,8434928,103,3.5825242718446604,1.2189783390850102
1325,Fighter,2001,8435031,249,3.180722891566265,1.131632558966081
1326,Black Caesar,1973,8435280,371,3.188679245283019,1.1383920812003183
1327,Mystery Science Theater 3000: Mitchell,1993,8435651,1537,4.062459336369551,1.073124668497081
1328,"Tarzan, the Ape Man / Tarzan Escapes (Double Feature)",1932,8437188,471,3.6666666666666665,1.0017677227868502
1329,Batteries Not Included,1987,8437659,17224,3.540408732001858,1.021195359854931
1330,The Night Larry Kramer Kissed Me,2000,8454883,484,2.5165289256198347,1.257101947741132
1331,Madigan,1968,8455367,329,2.872340425531915,0.8516715155696154
1332,Just the Ticket,1999,8455696,409,2.7946210268948657,1.0357286820563354
1333,Boogie Boy,1998,8456105,175,2.5314285714285716,1.001647622262277
1334,The Lion King: Special Edition: Bonus Material,1994,8456280,403,3.880893300248139,1.1208412278704203
1335,Dragon: The Bruce Lee Story,1993,8456683,7917,3.7948717948717947,0.9107495101911814
1336,Children of the Night,1991,8464600,98,2.4081632653061225,1.0384125904660042
1337,Epitaph DVD: Punk-O-Rama: Vol. 1,2003,8464698,132,3.3181818181818183,1.3275528969554757
1338,Bye Bye Love,1995,8464830,1334,3.4565217391304346,0.9337011281742125
1339,The Face: Jesus in Art,2001,8466164,148,3.0,1.451932542547383
1340,Gacy,2003,8466312,992,2.5231854838709675,1.0986918237887502
1341,Cinemania,2002,8467304,754,3.1724137931034484,1.0181289119238102
1342,Fishing With John,1992,8468058,2128,3.3858082706766917,1.3317711456149282
1343,The Killing of a Chinese Bookie,1976,8470186,459,3.2745098039215685,1.1802770664583748
1344,The Heroic Legend of Arslan,1992,8470645,312,3.08974358974359,1.2345028838164842
1345,The Lords of Flatbush,1974,8470957,544,2.9099264705882355,0.9477007751918893
1346,UFC: Ultimate Fighting Championship: Ultimate Knockouts 1 & 2,2003,8471501,1944,3.748971193415638,1.0923174345267057
1347,The Star,1952,8473445,135,3.259259259259259,1.0815829480559398
1348,National Geographic: Killer Wave: Power of the Tsunami,1997,8473580,111,2.945945945945946,1.055554487630761
1349,Ghosts of the Abyss: Bonus Material,2003,8473691,162,3.3950617283950617,0.9451502244653435
1350,Kabhi Khushi Kabhie Gham,2001,8473853,181,4.248618784530387,1.0186443018987479
1351,Strange Bedfellows,1965,8474034,141,3.0638297872340425,1.019057873602387
1352,I've Heard the Mermaids Singing,1987,8474175,226,3.0088495575221237,1.1973094854362982
1353,Aladdin: Platinum Edition,1992,8474401,51856,4.182621104597347,0.8784130128127752
1354,The Billion Dollar Hobo,1978,8526257,98,2.9081632653061225,1.2044707084981994
1355,Maximum Velocity,2003,8526355,221,2.678733031674208,0.9373835861329355
1356,Body Shots,1999,8526576,2635,2.738899430740038,1.0702750729701724
1357,Alien Planet,2005,8529211,194,3.231958762886598,1.1499929530714237
1358,Claire of the Moon,1993,8529405,822,2.8114355231143553,1.2051049696749196
1359,Where the Buffalo Roam,1980,8530227,3854,3.4091852620653866,1.1339588612212121
1360,Final Justice,1998,8534081,191,2.81151832460733,1.046596727683205
1361,Armitage III: Poly-Matrix,1996,8534272,2064,3.385658914728682,1.1977481099227953
1362,The Best of Friends: Season 1,1994,8536336,21367,4.145130341180325,1.2086363148458203
1363,Ballykissangel: Series 3,1997,8557703,833,4.050420168067227,1.1469895629657807
1364,A Fishy Story,1989,8558536,126,2.4206349206349205,1.0492111519233065
1365,The Brave Little Toaster Goes to Mars,1998,8558662,298,3.291946308724832,1.260660143384111
1366,Rick Springfield: The Beat of the Live Drum,1985,8558960,122,2.7950819672131146,1.408047855640276
1367,Futurama: Monster Robot Maniac Fun Collection,1999,8559082,2520,4.301984126984127,1.0155907811065843
1368,The Velocity of Gary,1999,8561602,617,2.5769854132901133,1.1000170861121228
1369,Quatermass and the Pit,1968,8562219,844,3.343601895734597,1.0962859802614158
1370,The Andromeda Strain,1971,8563063,11448,3.6246505939902165,0.9138332234250932
1371,Gettysburg,1993,8574511,8516,3.8700093940817286,0.9856354631576363
1372,The January Man,1989,8583027,1701,2.9176954732510287,1.021945374937597
1373,Tom and Huck,1995,8584728,2274,3.3812664907651717,0.9760640074159181
1374,The Prime Gig,2000,8587002,2061,2.925764192139738,0.9755979321819617
1375,The Matrix: Revolutions: Bonus Material,2003,8589063,485,3.42680412371134,1.1054238785747308
1376,Strictly Sinatra,2001,8589548,124,2.524193548387097,0.9875328469622388
1377,High Life,2003,8589672,153,3.366013071895425,1.2032180922870563
1378,Soylent Green,1973,8589825,11276,3.427456544874069,0.9559126626411222
1379,25th Hour,2002,8601101,29943,3.4862906188424674,1.0121349395506973
1380,Hard Bounty,1995,8631044,111,2.324324324324324,0.9787118042174794
1381,"Elmo's World: Families, Mail & Bath Time",2003,8631155,514,3.6809338521400776,1.0908829392121544
1382,Rolling Stones: Sympathy for the Devil,1968,8631669,449,2.8775055679287305,1.2163170579174762
1383,Escape Under Pressure,2000,8632118,581,2.449225473321859,1.0328112392273554
1384,Rolling Stones: Rock and Roll Circus,1968,8632699,553,3.7848101265822787,1.0803123962688626
1385,"Crosby, Stills & Nash: The Acoustic Concert",2004,8633252,205,3.473170731707317,1.1155277412876792
1386,The True Story of Alexander the Great,2004,8633457,328,3.5945121951219514,0.932264032053707
1387,Wild Orchid,1990,8633785,4285,2.7878646441073514,1.153369470090826
1388,The Joy Luck Club,1993,8638070,23728,3.905343897505057,0.945573015399998
1389,A Touch of Zen,1969,8661798,284,2.732394366197183,1.1408885402951119
1390,Whitney Houston: The Greatest Hits,2000,8662082,167,3.07185628742515,1.3248832838682967
1391,I'm Going Home,2001,8662249,247,2.477732793522267,1.182920852113902
1392,The Berenstain Bears: Fun Lessons to Learn,2003,8662496,142,2.9859154929577465,1.1866980790777109
1393,Chinese Box,1997,8662638,1206,2.84742951907131,1.0057574851801772
1394,Little Monsters,1989,8663844,3849,3.6263964666147053,1.0697617782216373
1395,Chocolat,1988,8667693,13352,3.9385110844817257,0.9949888522412922
1396,Hearts and Minds,1974,8681045,2126,3.914393226716839,1.0585892845700904
1397,The Looney Tunes Golden Collection: Vol. 3,2005,8683171,602,4.142857142857143,1.078107642689907
1398,Privates on Parade,1982,8683773,115,2.365217391304348,1.0901171439453787
1399,An American Tail: The Treasures of Manhatttan Island,2000,8683888,975,3.7794871794871794,1.1438081888640934
1400,The Inspector Lynley Mysteries: A Great Deliverance,2001,8684863,1309,3.858670741023682,0.9513988282506853
1401,Last Man Standing: Politics - Texas Style: POV,2004,8686172,199,3.2160804020100504,1.0790572441947113
1402,First Men in the Moon,1964,8686371,872,3.363532110091743,1.0425358997079914
1403,Midnight Panther,1999,8687243,158,2.7721518987341773,1.2216337586273203
1404,Angel: Season 5,2003,8687401,6259,4.372423709857805,0.9796524169397482
1405,Flight of the Intruder,1991,8693660,3649,3.400383666758016,0.9341191794996259
1406,Floating Weeds,1959,8697309,734,3.8474114441416893,1.0614049617554362
1407,Spike & Mike's Cutting Edge Classics,2004,8698043,121,2.677685950413223,1.0540349550640262
1408,Deep in the Woods,2000,8698164,230,2.0434782608695654,1.0248334273799016
1409,The Hunchback of Notre Dame,1996,8698394,16811,3.4454226399381356,0.9863947266018055
1410,Battle Athletes: Vol. 1: On Your Mark,1996,8715205,324,3.228395061728395,1.3643371807187776
1411,La Chevre,1981,8715529,714,3.530812324929972,1.0370058499571229
1412,The Wiggles: Wiggly Wiggly World,2005,8716243,107,2.869158878504673,1.2976190428492862
1413,Gankutsuou: The Count of Monte Cristo,2004,8716350,48,4.25,0.8539125638299665
1414,A Funny Thing Happened on the Way to the Forum,1966,8716398,2907,3.5971792225662194,1.0335441826271363
1415,The Silver Stallion,1993,8719305,309,2.9902912621359223,1.0927399039527383
1416,The Adventurers,1995,8719614,116,2.663793103448276,1.0823343666962384
1417,Intermezzo,1939,8719730,180,3.1944444444444446,0.9666507022947396
1418,Twin Peaks: Season 1,1990,8719910,10770,4.107706592386258,1.101407066345971
1419,Monty Python's And Now for Something Completely Different,1971,8730680,14083,4.002840303912518,0.9994632653111819
1420,Paul McCartney: Paul is Live in Concert,1993,8744763,129,3.449612403100775,1.2323874875768925
1421,Mission to Mir: IMAX,1997,8744892,403,3.3498759305210917,1.0864236566726537
1422,Stonewall,1995,8745295,496,3.5080645161290325,1.1107681717269091
1423,Children of the Corn 5: Fields of Terror,1998,8745791,1405,2.8277580071174375,1.2900708793798061
1424,Stranger than Paradise,1984,8747196,4331,3.554606326483491,1.1488035601877038
1425,Bedrooms and Hallways,2000,8751527,1972,3.4193711967545637,1.0495290212626824
1426,Escape from the Planet of the Apes,1971,8753499,6923,3.4433049256102843,0.9801214438412503
1427,Tart,2001,8760422,2494,2.40056134723336,1.043719371262134
1428,The Collected Shorts of Jan Svankmajer: Vol. 2,2003,8762916,42,3.6666666666666665,1.2279806626883454
1429,The Crimson Rivers,2000,8762958,3388,3.2777449822904368,0.984178555777913
1430,Stargate,1994,8766346,28557,3.8585285569212453,1.0076649786743774
1431,Emanuelle in America,1976,8794903,955,2.6575916230366494,1.2947871565907019
1432,Dentist,1996,8795858,595,2.754621848739496,1.2340919091359857
1433,John Cleese's Wine for the Confused,2004,8796453,460,3.3347826086956522,0.9491912784975446
1434,Shark Tale,2004,8796913,89080,3.580792546026044,1.0373391319620187
1435,Mixed Nuts,1994,8885993,1384,2.9884393063583814,1.1212010452584034
1436,Food of Love,2002,8887377,1891,3.3252247488101534,1.0620582024168284
1437,Trespass,1992,8889268,714,3.1204481792717087,0.9464969000310532
1438,Lennon Legend: The Very Best of John Lennon,2003,8889982,408,3.7598039215686274,1.1359335630187464
1439,Nicholas Nickleby,2002,8890390,7840,3.498469387755102,0.9793780325775863
1440,Carrington,1995,8898230,2282,3.263365468886941,1.029945446084473
1441,Air Force One,1997,8900512,135013,3.709420574315066,0.9570327643265996
1442,Servants of Twilight,1991,9035525,197,2.3401015228426396,0.9617380574854856
1443,Midnight Dancers,1999,9035722,264,2.481060606060606,1.1380227786875594
1444,Driving Miss Wealthy,2004,9035986,114,2.973684210526316,1.0040315777150328
1445,"I, A Woman",1966,9036100,146,2.143835616438356,1.0726342303675223
1446,Blade: Trinity,2004,9036246,42727,3.548973716853512,1.072786637871387
1447,After Dark My Sweet,1990,9078973,1177,2.716227697536109,1.105028304583748
1448,Gospel According to Al Green,1987,9080150,162,2.9814814814814814,1.2932503897717251
1449,World Trade Center: Anatomy of the Collapse,2002,9080312,653,3.428790199081164,0.9991870694626861
1450,The Whole Nine Yards,2000,9080965,51091,3.5665577107514044,0.9543659879899933
1451,Sightings: Heartland Ghost,2002,9132056,330,2.9545454545454546,1.0621849719331145
1452,Padosan,1968,9132386,263,3.76425855513308,1.2836853292002663
1453,Jeeves and Wooster: Season 3,1990,9132649,1858,4.081808396124865,1.0840772228373876
1454,Cold Summer of 1953,1988,9134507,170,3.7470588235294118,1.1064610500886698
1455,Masters of Russian Animation #2,2000,9134677,155,2.9096774193548387,1.2514133528985119
1456,Pat Benatar: Live in New Haven,1983,9134832,179,3.005586592178771,1.2028699698178118
1457,A Century of Science Fiction,1996,9135011,254,2.421259842519685,1.301006873632023
1458,Mr. Holland's Opus,1995,9135265,54794,3.7886264919516734,0.9805186372543584
1459,Beethoven's 4th,2001,9190059,2327,3.1693167168027503,1.2567461641784947
1460,Laurel & Hardy & Friends,1938,9192386,152,2.9539473684210527,1.1884245198308474
1461,Mikado: Gilbert & Sullivan: Stratford Festival,2000,9192538,265,3.5056603773584905,1.228961072865502
1462,American Dreams: Season 1,2002,9192803,950,3.796842105263158,1.3392026403466195
1463,Major League Soccer: Greatest Goals 1996-2003,2004,9193753,93,3.118279569892473,1.143936444260494
1464,M,1931,9193846,8234,3.993563274228807,0.9870831338507594
1465,Angel Links,2001,9202080,127,3.0551181102362204,1.117555590501428
1466,Saturday Night Live: Live from New York: The First 5 Years,2005,9202207,713,3.834502103786816,1.038171366953681
1467,Tale of the Mummy,1999,9202920,253,2.5296442687747036,1.076202641894045
1468,Oxygen,1998,9203173,623,2.9967897271268056,1.0354809673745577
1469,Prince of Darkness,1987,9203796,2629,3.2343096234309625,1.1182747117374932
1470,On Our Merry Way,1948,9206425,130,2.7153846153846155,0.9784966128207983
1471,The Best of MusikLaden: Classic Rock,2000,9206555,87,2.5632183908045976,1.1517218436666987
1472,Advise and Consent,1962,9206642,678,3.7640117994100293,0.9138736380974376
1473,The Bela Lugosi Collection: Murders in Rue Morgue / The Black Cat / The Raven,1932,9207320,110,3.381818181818182,1.0443076713290458
1474,100 Days Before the Command,1990,9207430,83,2.144578313253012,1.152603445118207
1475,Boys on the Side,1995,9207513,20065,3.4762521804136557,1.025878317662355
1476,29th Street,1991,9227578,186,3.3655913978494625,1.1712041982099013
1477,Surviving Gilligan's Island,2001,9227764,291,2.783505154639175,1.3152042747564696
1478,The Boys from Brazil,1978,9228055,4154,3.5751083293211363,0.8914435990228206
1479,Women in Revolt,1971,9232209,138,2.2028985507246377,1.2974859765227762
1480,Steely Dan: Two Against Nature,2000,9232347,657,3.5783866057838662,1.2264295791591235
1481,Derrida,2002,9233004,682,2.9838709677419355,1.1707722221909358
1482,Wish Upon a Star,1996,9233686,1349,3.613787991104522,1.1557005850894824
1483,"Johnny Cash: The Man, His World, His Music",2000,9235035,403,3.5285359801488836,1.1450853406148545
1484,Poirot: The Mysterious Affair at Styles,1990,9235438,2075,3.917590361445783,1.0648622178665315
1485,Black Sheep,1996,9237513,30806,3.55518405505421,1.0203997149853268
1486,The House with Laughing Windows,1976,9268319,104,2.6923076923076925,1.2095527071935686
1487,Nevada Smith,1966,9268423,1309,3.6042780748663104,0.9179543648940692
1488,Casino Royale,1967,9269732,3222,2.891992551210428,1.1030702325197925
1489,Angels in the Outfield,1994,9272954,35183,3.2255066367279652,1.027170189829546
1490,Iron Eagle 3: Aces,1992,9308137,610,3.1950819672131145,1.1789028282802945
1491,Peacemaker,2003,9308747,434,3.880184331797235,1.1336592857468408
1492,Left Behind: The Movie,2000,9309181,4646,3.274644855789927,1.2453575576548708
1493,Flypaper,1997,9313827,359,2.573816155988858,1.0393294815482275
1494,Kung Fu: Season 3,1974,9314186,132,3.6363636363636362,1.238723238543618
1495,Pennies From Heaven,1978,9314318,319,3.3510971786833856,1.3421980708534411
1496,Battlestar Galactica: The Miniseries: Bonus Material,2003,9314637,217,3.953917050691244,0.9779579272162614
1497,Slaughterhouse,1987,9314854,169,2.242603550295858,1.164192724945401
1498,By Brakhage: An Anthology,2004,9315023,207,3.4927536231884058,1.2848788556116812
1499,The History Channel Presents: The War of 1812,2004,9315230,344,3.7238372093023258,0.9350483989521129
1500,Drive: My Life in Skateboarding,2003,9315574,340,3.511764705882353,1.2425696112308255
1501,Raped By an Angel 2: Uniform Fan,1998,9315914,136,2.198529411764706,1.155675591446129
1502,The People Under the Stairs,1991,9316050,1762,3.5192962542565267,1.010120166640058
1503,The First Wives Club,1996,9317812,61249,3.4729383336870807,1.036087371346309
1504,Between Heaven and Hell,1956,9379061,343,3.052478134110787,0.9522956666361002
1505,Hi Life,1998,9379404,124,2.564516129032258,0.9353448172514827
1506,"Follow Me, Boys!",1966,9379528,1284,3.913551401869159,1.0409842146777804
1507,Bob the Builder: Bob Saves the Day!,2002,9380812,315,3.4825396825396826,1.1934396976459931
1508,Uncle Saddam,2000,9381127,531,2.934086629001883,1.0421376625713388
1509,Victor / Victoria,1995,9381658,9914,3.8112769820455923,1.0521934606415473
